en,zh
He self-released an album. Unfortunately, it has a terrible sales figure.,佢自資出碟，可惜銷情慘淡。
My grandpa worked in many fields.,我阿爺撈過好多瓣㗎。
He gunned down 3 thieves all by himself.,佢一個人辣低咗三個賊。
You traitor! I shall ruin your martial arts powers!,你呢個叛徒，我要廢你武功！
To be frank, I am still kind of peckish.,講真吖，我仲未食飽㗎。
He committed a crime and is finally charged today.,佢犯咗案，今日終於落鑊。
How far would a person go to make a living?,一個人為兩餐可以去到幾盡？
He was made fun of by others at school. Therefore he didn't want to go to school.,佢喺學校俾人嘲笑，所以唔想返學。
Kids want to play all the time.,細路仔時時刻刻都諗住玩。
Oh crap, I forgot to bring my wallet...,死火！唔記得帶銀包⋯
Pirated items are prohibited for commercial use and may be prosecuted.,公司唔畀用老翻，捉到會畀人拉㗎。
When I was at college I used to drink a lot of beer every night.,讀大學嗰陣我晚晚都隊啤。
He worked from morning to night without rest.,由早到晚，佢都未停過手。
Instead of complaining about others, you should reflect more on yourself.,與其喺度埋怨人哋，不如多啲反省下自己。
It was not easy for her to get the movie tickets, but something happened and she couldn't make it.,佢好不容易先至買到戲飛，點知臨時有事去唔到。
He's now working as an office clerk, which is seen as a pretty stable job.,佢而家做緊文員，都叫有份穩定嘅工。
Every course has its own course code.,每個課程都會有自己嘅課程編號。
And for tonight's top prize... an expensive luxury car!,今晚嘅頭獎係⋯⋯名貴房車一部！
If a country is strong and prosperous, people's lives will be stable and settled.,國家富強，人民生活就會安定。
The volunteers spared no effort to rebuild homes for the victims.,義工不辭勞苦咁幫災民重建家園。
May patted John lightly on the shoulder.,阿美輕輕哋拍阿壯膊頭。
[ChatGPT]There are stone carvings from the Southern Song Dynasty in Tai Miu Wan.,大廟灣存有南宋年間嘅石刻。
During the economic recession, local banks in Hong Kong made people's lives more difficult by tightening loan approvals.,面對經濟衰退，本港銀行「落雨收遮」收緊按揭審查。
Everything is here, nothing is left out.,全部喺晒度，一個都冇少。
The teacher asked students several questions to guide them on the right track.,個老師問咗學生幾條問題，誘導佢哋朝住一個正確嘅方向思考。
She remains unmarried in her forties and is in the danger of cementing her spinsterhood.,佢四十歲都嫁唔出，分分鐘由籮底橙變神枱桔。
I can't get used to this unfamiliar bed. I've been in bed for a while but can't fall asleep.,生保牀，瞓唔慣，典咗好耐都瞓唔着。
If we arrive there earlier, we can avoid lots of trouble.,我哋早啲去到可以省卻好多麻煩。
He works very fast and we don't need to push him.,佢做嘢好快手，唔使人催。
This person knows only concocting stories to swindle.,呢個人淨係識得編造啲謊言去呃錢。
Lady, your stuff has been blocking the road, how are the others supposed to get through?,阿姐，你啲嘢塞住條路，叫人點行？
Integrating everyone's opinions, we decided to give up this plan.,綜合各人嘅意見，我哋決定放棄呢個計畫。
Devoid of violent scenes and full of educational elements, this book is suitable for all ages.,呢本書冇暴力情節，又有教育意義，可以話係老少咸宜。
The Taoist priest claims he knows how to perform tricks and see the results of the next Mark Six draw.,呢個道士聲稱佢識法術，可以知道下期六合彩開乜嘢冧把。
I haven't seen you for a while and you look slimmer,冇見你一排你又瘦咗喎。
His wife wants to be the VIP at every party she's invited to.,佢老婆去親飲都想做大蟹乸。
They are not satisfied with the court ruling and are preparing to lodge an appeal.,佢哋唔服法庭嘅裁決，準備上訴。
The elderly think that you are the only son in the family. They would ask you to marry someone and give birth to a baby.,啲老人家覺得你係香爐墩，會叫你娶老婆生仔。
The 800,000 price cannot be real. This is ridiculously undervalued.,呢八十萬整蠱費，抵到爛啦。
You cannot assert that she was guilty without any evidence.,冇證冇據，你唔可以斷定佢係有罪嘅。
He dresses like a PLA member every time when playing wargame.,佢次次著到成個老解咁去打wargame。
Now they have a new medicine to cure him, he can finally be saved.,而家有隻新藥可以醫倒佢，佢終於有救嘍！
Look! The ball is spinning like crazy.,你睇下佢個波西到幾勁。
There are a multitude of theories concerning the origin of life.,關於生命嘅起源，有好多唔同嘅學説。
The left slipper has gone missing.,對拖鞋冇咗隻左腳呀。
We have the sun today, let's go for a walk.,今日咁好天，不如我哋出去行下嘍。
I have been using this package of washing powder for six months. It's quite economical.,包洗衣粉又幾見使，一包可以用半年。
Lunar New Year Fair is packed, and when you throw in the sounds of the stall owners hawking their goods, it really has got that new year ambience.,年宵花市 好墟冚，再加埋啲檔主叫賣嘅聲，真係好有新年氣氛。
The intention of the company was to attract more people to participate.,公司嘅出發點係要吸引多啲人參加。
I think I have picked the wrong subject, this is not for me.,我覺得我自己入錯系，呢個系唔係咁啱我。
Please be careful moving things around. If you break something, I'm responsible.,大家小心啲搬呀，啲嘢爛咗我要孭飛㗎！
Hong Kong and Macau Affairs Office,國務院港澳事務辦公室
This candidate is stupid and that is dumb. How can I choose among them?,一個蠢，一個鈍，噉樣邊叫有得揀選？
The beginning of every year symbolizes sending off the old and welcoming the new.,每年年頭都象徵住送舊迎新。
The milk powder hasn't completely dissolved. Stir it.,啲奶粉未溶晒，你攪下佢啦。
My thinning hair has improved a lot after the hair transplant.,植完髮，禿頭好咗好多。
That party votes "aye", "nay" and "abstain" on the same issue. It is really schizophrenic!,呢個黨同一個議題又投贊成又投反對又投棄權，真係精神分裂！
We didn't do anything wrong. Certainly we should fight for what's right.,我哋冇錯，當然要據理力爭啦。
It is unfortunate for them to meet these nemesis at the gate event.,佢哋入圍賽就遇到呢隊勁敵，真係唔好彩。
The wage is only 40 bucks per hour.,人工淨係得四草嘢一個鐘。
Inexplicably, he disappeared.,佢莫名其妙噉失咗蹤。
This size seems to fit you well.,呢個碼你着起上嚟好貼服。
This guy is amiable and easy-going.,呢個人好和善，好容易相處。
You should see the doctor early once you get ill. Don't miss the best timing for treatment.,病向淺中醫，唔好耽誤醫治時機。
Don't bother with those trivial things now. Let's deal with the important things first.,依家唔好理啲濕碎嘢住，搞埋啲重要嘢先。
I want to find an expert to teach me traditional Chinese painting.,我想揾一個名家教我畫中國畫。
Use medium-low heat first, wait until heat transfer to the whole pan, then put the ingredient on it.,用中慢火起鑊，等熱力傳送到整隻pan先至落料。
You are such a merciless person. Watch out as you might have a child with no arse!,你咁冇人性，因住生仔冇屎窟呀！
You have been on toilet for the whole day, clogged pipes?,你響廁所咁耐都唔出嚟，響度屙鎖鏈呀？
What he provides is mostly genuine information. That's trustworthy!,佢講嘅好多都係堅料，信得過！
A bright future is guaranteed after finishing BBA training.,讀BBA前途一片光明。
A friend caught them when they were cheating.,佢哋偷情嗰陣俾朋友見到。
There's so much good food. He'll be thrilled to death.,咁多好嘢食，開心死佢囉！
This software is useful for designing.,呢個軟件做設計好有用。
Abetting others in committing suicide is a violation of law too.,教唆他人自殺都會觸犯法律。
Your biggest weakness is you're too shy.,你最大嘅毛病就係太怕醜。
After the government finds out the pipes in the estate are contaminated by lead, they open a few public water taps for residents to obtain fresh water.,因為屋邨嘅水管驗到有鉛毒，政府開咗幾條街喉畀居民攞水。
